CPUID:,0x906ED
Processor:,Intel Core i7 9700K (Coffee Lake)
Platform:,LGA 1151 (Socket H4)
Revision:,R0
Lithography:,14nm

Session start:,22:14:57 - November 02 - 2020

Time,Core 0 Temp. (�),Core 1 Temp. (�),Core 2 Temp. (�),Core 3 Temp. (�),Core 4 Temp. (�),Core 5 Temp. (�),Core 6 Temp. (�),Core 7 Temp. (�),,Core 0,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 1,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 2,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 3,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 4,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 5,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 6,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 7,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),CPU 0 Power,
22:28:47 11/02/20,36,45,39,36,42,37,35,35,,,30,56,8,4592.13,,30,57,19,4592.13,,30,62,8,4592.13,,28,56,8,4592.13,,30,58,10,4592.13,,28,56,5,4592.13,,29,56,2,4592.13,,28,58,2,4592.13,9.6,
22:28:57 11/02/20,36,44,39,38,42,35,35,35,,,30,56,11,4592.13,,30,57,22,4592.13,,30,62,22,4592.13,,28,56,5,4592.13,,30,58,23,4592.13,,28,56,8,4592.13,,29,56,14,4592.13,,28,58,9,4592.13,22.3,
22:29:07 11/02/20,41,45,45,44,44,46,38,38,,,30,56,14,4492.31,,30,57,28,4492.31,,30,62,11,4492.31,,28,56,15,4492.31,,30,58,19,4492.31,,28,56,14,4492.31,,29,56,8,4492.31,,28,58,12,4492.31,11.8,
22:29:17 11/02/20,36,43,39,37,42,35,35,35,,,30,56,6,4492.31,,30,57,17,4592.13,,30,62,8,4592.13,,28,56,3,4592.13,,30,58,11,4592.13,,28,56,7,4492.31,,29,56,5,4592.13,,28,58,11,4492.31,14.8,
22:29:27 11/02/20,36,42,39,35,42,35,34,33,,,30,56,0,4492.31,,30,57,22,4592.13,,30,62,13,4592.13,,28,56,8,4592.13,,30,58,8,4592.13,,28,56,5,4592.13,,29,56,5,4592.13,,28,58,6,4592.13,8.5,
22:29:37 11/02/20,41,44,50,41,45,46,41,40,,,30,56,29,4492.31,,30,57,42,4492.31,,30,62,35,4492.31,,28,56,29,4492.31,,30,58,26,4492.31,,28,56,31,4492.31,,29,56,23,4492.31,,28,58,24,4492.31,33.5,
22:29:47 11/02/20,37,43,38,35,43,38,35,35,,,30,56,9,4592.13,,30,57,34,4592.13,,30,62,21,4592.13,,28,56,6,4592.13,,30,58,15,4592.13,,28,56,9,4592.13,,29,56,12,4592.13,,28,58,7,4592.13,13.5,
22:29:57 11/02/20,36,42,40,35,41,35,34,34,,,30,56,8,4492.31,,30,57,21,4492.31,,30,62,8,4592.13,,28,56,5,4592.13,,30,58,7,4592.13,,28,56,8,4592.13,,29,56,4,4592.13,,28,58,8,4592.13,8.1,
22:30:07 11/02/20,35,40,38,35,40,35,34,32,,,30,56,1,4492.31,,30,57,11,4592.13,,30,62,11,4592.13,,28,56,4,4492.31,,30,58,5,4592.13,,28,56,1,4592.13,,29,56,3,4592.13,,28,58,4,4592.13,4.1,
22:30:17 11/02/20,35,42,37,38,33,38,34,33,,,30,56,6,4492.31,,30,57,12,4492.31,,30,62,19,4592.13,,28,56,2,4592.13,,30,58,0,4592.13,,28,56,9,4592.13,,29,56,9,4592.13,,28,58,8,4592.13,14.9,
22:30:27 11/02/20,37,40,38,35,38,33,32,31,,,30,56,16,4492.31,,30,57,15,4492.31,,30,62,4,4492.31,,28,56,1,4492.31,,30,58,6,4492.31,,28,56,3,4492.31,,29,56,3,4492.31,,28,58,13,4492.31,12.6,
22:30:37 11/02/20,34,41,33,31,39,32,32,33,,,30,56,7,4492.31,,30,57,16,4592.13,,30,62,10,4592.13,,28,56,10,4592.13,,30,58,15,4492.31,,28,56,0,4592.13,,29,56,2,4592.13,,28,58,5,4592.13,3.7,
22:30:47 11/02/20,35,43,37,33,37,34,33,33,,,30,56,15,4592.13,,30,57,13,4592.13,,30,62,13,4592.13,,28,56,7,4592.13,,30,58,16,4592.13,,28,56,18,4592.13,,29,56,7,4592.13,,28,58,22,4592.13,12.2,
22:30:57 11/02/20,37,41,38,35,39,33,34,33,,,30,56,12,4592.13,,30,57,12,4492.31,,30,62,22,4592.13,,28,56,8,4492.31,,30,58,16,4592.13,,28,56,5,4592.13,,29,56,5,4592.13,,28,58,5,4592.13,11.7,
22:31:07 11/02/20,46,45,41,41,42,39,41,36,,,30,56,11,4492.31,,30,57,26,4492.31,,30,62,18,4492.31,,28,56,16,4492.31,,30,58,13,4492.31,,28,56,8,4492.31,,29,56,3,4492.31,,28,58,10,4492.31,19.3,
22:31:17 11/02/20,33,36,37,40,33,33,34,32,,,30,56,6,4492.31,,30,57,15,4492.31,,30,62,12,4492.31,,28,56,7,4492.31,,30,58,7,4492.31,,28,56,6,4492.31,,29,56,4,4492.31,,28,58,12,4492.31,13.2,
22:31:27 11/02/20,41,35,35,37,34,32,33,33,,,30,56,20,4492.31,,30,57,9,4492.31,,30,62,12,4492.31,,28,56,6,4492.31,,30,58,11,4492.31,,28,56,1,4492.31,,29,56,1,4492.31,,28,58,6,4492.31,7.8,
22:31:37 11/02/20,39,35,35,32,31,31,32,32,,,30,56,11,4592.13,,30,57,14,4592.13,,30,62,18,4592.13,,28,56,7,4592.13,,30,58,12,4592.13,,28,56,7,4592.13,,29,56,7,4592.13,,28,58,5,4492.31,8.3,
22:31:47 11/02/20,37,40,41,37,36,34,35,34,,,30,56,15,4592.13,,30,57,26,4592.13,,30,62,17,4592.13,,28,56,6,4592.13,,30,58,6,4592.13,,28,56,6,4492.31,,29,56,4,4592.13,,28,58,11,4592.13,13.8,
22:31:57 11/02/20,34,33,32,31,32,31,32,32,,,30,56,12,2495.73,,30,57,20,2495.73,,30,62,13,2495.73,,28,56,16,2495.73,,30,58,13,2495.73,,28,56,8,2495.73,,29,56,4,2495.73,,28,58,8,2495.73,7.3,
22:32:07 11/02/20,33,32,32,30,31,29,31,31,,,30,56,14,2795.21,,30,57,22,2795.21,,30,62,28,2795.21,,28,56,9,2795.21,,30,58,9,2795.21,,28,56,11,2795.21,,29,56,6,2795.21,,28,58,16,2795.21,26.7,
22:32:17 11/02/20,31,30,31,29,31,29,31,29,,,30,56,7,798.63,,30,57,9,798.63,,30,62,9,798.63,,28,56,1,798.63,,30,58,4,798.63,,28,56,4,798.63,,29,56,7,798.63,,28,58,9,798.63,5.5,
22:32:27 11/02/20,33,31,33,30,33,31,31,31,,,30,56,12,1497.44,,30,57,20,1497.44,,30,62,11,1497.44,,28,56,3,1497.44,,30,58,7,1497.44,,28,56,4,1497.44,,29,56,6,1497.44,,28,58,6,1497.44,15.9,
22:32:37 11/02/20,33,31,32,30,31,30,31,30,,,30,56,11,1896.75,,30,57,11,1896.75,,30,62,11,1896.75,,28,56,11,1896.75,,30,58,9,1896.75,,28,56,4,1896.75,,29,56,3,1896.75,,28,58,6,1896.75,11.3,
22:32:47 11/02/20,33,32,32,30,32,30,31,30,,,30,56,7,3394.19,,30,57,21,3394.19,,30,62,7,3394.19,,28,56,6,3394.19,,30,58,4,3394.19,,28,56,4,3394.19,,29,56,6,3394.19,,28,58,6,3394.19,11.3,
22:32:57 11/02/20,34,35,35,31,32,32,32,32,,,30,56,13,4292.65,,30,57,25,4691.96,,30,62,19,4691.96,,28,56,6,4691.96,,30,58,6,4691.96,,28,56,6,4691.96,,29,56,9,4592.13,,28,58,11,4691.96,13.9,
22:33:07 11/02/20,33,33,32,30,31,30,32,31,,,30,56,9,3993.16,,30,57,12,3993.16,,30,62,6,3993.16,,28,56,4,3993.16,,30,58,4,3993.16,,28,56,0,3993.16,,29,56,1,3993.16,,28,58,12,3993.16,11.3,
22:33:17 11/02/20,31,30,31,29,31,29,31,29,,,30,56,12,998.29,,30,57,17,998.29,,30,62,12,998.29,,28,56,6,998.29,,30,58,8,998.29,,28,56,3,998.29,,29,56,8,998.29,,28,58,19,998.29,7.3,
22:33:27 11/02/20,35,37,34,32,33,32,33,33,,,30,56,8,4592.13,,30,57,17,4592.13,,30,62,6,4592.13,,28,56,3,4592.13,,30,58,1,4592.13,,28,56,11,4592.13,,29,56,3,4592.13,,28,58,9,4592.13,15.4,
22:33:37 11/02/20,32,31,32,30,32,29,30,29,,,30,56,8,2395.90,,30,57,11,2395.90,,30,62,11,2395.90,,28,56,5,2395.90,,30,58,9,2395.90,,28,56,5,2395.90,,29,56,12,2395.90,,28,58,12,2395.90,6.0,
22:33:47 11/02/20,33,34,33,31,32,31,32,31,,,30,56,6,3993.16,,30,57,17,3993.16,,30,62,6,3993.16,,28,56,5,3993.16,,30,58,8,3993.16,,28,56,1,3993.16,,29,56,5,3993.16,,28,58,11,3993.16,12.3,
22:33:57 11/02/20,31,31,30,29,31,29,31,29,,,30,56,14,1297.78,,30,57,14,1297.78,,30,62,11,1297.78,,28,56,9,1297.78,,30,58,6,1297.78,,28,56,8,1297.78,,29,56,9,1297.78,,28,58,17,1297.78,5.3,
22:34:07 11/02/20,33,32,32,30,31,30,31,30,,,30,56,7,2395.90,,30,57,14,2395.90,,30,62,4,2795.21,,28,56,7,2795.21,,30,58,4,2795.21,,28,56,4,2795.21,,29,56,6,2795.21,,28,58,4,2795.21,13.4,
22:34:17 11/02/20,32,31,31,29,31,30,31,30,,,30,56,11,1297.78,,30,57,16,1297.78,,30,62,7,1297.78,,28,56,7,1297.78,,30,58,11,1297.78,,28,56,7,1297.78,,29,56,7,1697.09,,28,58,16,1697.09,7.7,
22:34:27 11/02/20,31,31,31,30,31,29,30,30,,,30,56,13,2795.21,,30,57,6,2795.21,,30,62,11,2795.21,,28,56,3,2795.21,,30,58,7,2795.21,,28,56,3,2795.21,,29,56,0,2795.21,,28,58,7,2795.21,6.7,
22:34:37 11/02/20,33,33,32,30,31,30,32,31,,,30,56,7,4492.31,,30,57,4,4691.96,,30,62,6,4691.96,,28,56,0,4691.96,,30,58,12,4691.96,,28,56,2,4691.96,,29,56,2,4691.96,,28,58,2,4691.96,7.2,
22:34:47 11/02/20,36,36,35,33,35,33,33,34,,,30,56,11,4592.13,,30,57,22,4592.13,,30,62,16,4592.13,,28,56,6,4592.13,,30,58,14,4592.13,,28,56,14,4592.13,,29,56,8,4592.13,,28,58,28,4592.13,8.7,
22:34:57 11/02/20,31,30,32,30,31,29,30,30,,,30,56,5,798.63,,30,57,14,798.63,,30,62,13,798.63,,28,56,10,798.63,,30,58,7,798.63,,28,56,4,798.63,,29,56,1,798.63,,28,58,7,798.63,12.3,
22:35:07 11/02/20,31,31,30,29,31,29,29,29,,,30,56,7,798.63,,30,57,25,798.63,,30,62,7,798.63,,28,56,13,798.63,,30,58,8,798.63,,28,56,2,798.63,,29,56,0,798.63,,28,58,8,798.63,4.6,
22:35:17 11/02/20,31,31,30,30,30,29,30,29,,,30,56,8,798.63,,30,57,18,798.63,,30,62,15,798.63,,28,56,8,798.63,,30,58,11,798.63,,28,56,6,798.63,,29,56,5,798.63,,28,58,5,798.63,6.8,
22:35:27 11/02/20,31,31,31,29,31,29,29,29,,,30,56,8,3094.70,,30,57,27,3094.70,,30,62,19,3094.70,,28,56,12,3094.70,,30,58,14,3094.70,,28,56,8,3094.70,,29,56,3,3094.70,,28,58,12,3094.70,6.4,
22:35:37 11/02/20,31,31,31,30,30,29,30,29,,,30,56,6,798.63,,30,57,12,798.63,,30,62,6,798.63,,28,56,3,798.63,,30,58,6,798.63,,28,56,2,798.63,,29,56,5,798.63,,28,58,13,798.63,11.6,
22:35:47 11/02/20,34,33,33,31,32,30,32,31,,,30,56,30,4392.48,,30,57,16,4392.48,,30,62,30,4392.48,,28,56,7,4392.48,,30,58,18,4392.48,,28,56,16,4392.48,,29,56,16,4392.48,,28,58,45,4392.48,21.9,
22:35:57 11/02/20,31,31,31,29,30,28,30,29,,,30,56,10,1098.12,,30,57,8,1098.12,,30,62,5,1098.12,,28,56,7,1098.12,,30,58,5,1098.12,,28,56,1,1098.12,,29,56,4,4691.96,,28,58,7,4691.96,4.7,
22:36:07 11/02/20,31,31,30,28,30,28,29,28,,,29,56,9,798.63,,30,57,17,798.63,,30,62,11,798.63,,28,56,9,798.63,,30,58,5,798.63,,28,56,3,798.63,,29,56,0,798.63,,28,58,2,798.63,5.3,
22:36:17 11/02/20,33,32,32,31,32,31,31,31,,,29,56,4,3094.70,,30,57,20,3094.70,,30,62,3,3094.70,,28,56,9,3094.70,,30,58,7,3094.70,,28,56,9,3094.70,,29,56,9,3094.70,,28,58,12,3094.70,10.5,
22:36:27 11/02/20,31,32,32,30,33,30,31,31,,,29,56,4,4492.31,,30,57,11,4691.96,,30,62,9,4691.96,,28,56,4,4691.96,,30,58,7,4691.96,,28,56,1,4691.96,,29,56,1,4691.96,,28,58,6,4691.96,9.0,
22:36:37 11/02/20,31,31,31,29,31,29,29,29,,,29,56,5,1697.09,,30,57,6,1697.09,,30,62,13,1697.09,,28,56,2,1697.09,,30,58,7,1697.09,,28,56,0,1697.09,,29,56,3,1697.09,,28,58,6,1697.09,6.6,
22:36:47 11/02/20,32,32,32,29,31,29,31,30,,,29,56,5,3194.53,,30,57,11,3194.53,,30,62,8,3194.53,,28,56,5,3194.53,,30,58,9,3194.53,,28,56,0,3194.53,,29,56,2,3194.53,,28,58,6,3194.53,5.1,
22:36:57 11/02/20,33,33,34,31,32,31,32,31,,,29,56,8,4492.31,,30,57,24,4192.82,,30,62,8,4192.82,,28,56,8,4192.82,,30,58,11,4192.82,,28,56,5,4192.82,,29,56,6,4192.82,,28,58,3,4192.82,13.2,
22:37:07 11/02/20,33,32,32,29,32,30,31,31,,,29,56,8,2296.07,,30,57,27,2296.07,,30,62,18,2296.07,,28,56,10,2296.07,,30,58,15,2296.07,,28,56,10,2296.07,,29,56,7,2296.07,,28,58,7,2296.07,34.7,
22:37:17 11/02/20,31,31,31,30,31,29,30,29,,,29,56,7,1297.78,,30,57,14,1297.78,,30,62,9,1297.78,,28,56,1,1297.78,,30,58,0,1297.78,,28,56,1,1297.78,,29,56,1,1297.78,,28,58,1,1297.78,9.0,
22:37:27 11/02/20,33,32,32,30,31,30,31,30,,,29,56,12,1896.75,,30,57,20,1896.75,,30,62,22,1896.75,,28,56,14,1896.75,,30,58,9,1896.75,,28,56,9,1896.75,,29,56,11,1896.75,,28,58,14,1896.75,20.0,
22:37:37 11/02/20,31,31,29,29,30,29,29,29,,,29,56,6,798.63,,30,57,3,798.63,,29,62,4,798.63,,28,56,3,798.63,,30,58,3,798.63,,28,56,0,798.63,,29,56,4,798.63,,28,58,6,798.63,5.1,
22:37:47 11/02/20,31,31,30,29,30,29,30,29,,,29,56,8,798.63,,30,57,3,798.63,,29,62,13,798.63,,28,56,10,798.63,,30,58,11,798.63,,28,56,5,798.63,,29,56,2,798.63,,28,58,8,798.63,6.3,
22:37:57 11/02/20,31,31,30,29,31,29,29,28,,,29,56,4,998.29,,30,57,5,998.29,,29,62,13,998.29,,28,56,3,998.29,,30,58,8,998.29,,28,56,8,998.29,,29,56,2,998.29,,28,58,6,998.29,5.1,
22:38:07 11/02/20,33,32,31,30,31,30,31,32,,,29,56,6,4592.13,,30,57,6,4592.13,,29,62,14,4592.13,,28,56,3,4592.13,,30,58,5,4592.13,,28,56,3,4592.13,,29,56,3,4592.13,,28,58,6,4592.13,11.6,
22:38:17 11/02/20,33,33,32,31,32,30,31,31,,,29,56,6,1098.12,,30,57,19,1098.12,,29,62,9,1098.12,,28,56,8,1098.12,,30,58,12,1098.12,,28,56,9,1098.12,,29,56,8,1098.12,,28,58,11,1098.12,10.2,
22:38:27 11/02/20,35,34,35,32,34,32,33,32,,,29,56,8,4592.13,,30,57,12,4691.96,,29,62,11,4691.96,,28,56,14,4691.96,,30,58,11,4691.96,,28,56,12,4691.96,,29,56,8,4691.96,,28,58,9,4691.96,10.6,
22:38:37 11/02/20,33,33,32,31,33,31,31,31,,,29,56,13,1697.09,,30,57,34,1697.09,,29,62,25,1697.09,,28,56,22,1697.09,,30,58,14,1697.09,,28,56,17,1697.09,,29,56,13,1697.09,,28,58,14,1697.09,31.9,
22:38:47 11/02/20,34,38,35,32,33,33,32,33,,,29,56,5,4592.13,,30,57,23,4592.13,,29,62,15,4592.13,,28,56,5,4592.13,,30,58,7,4592.13,,28,56,7,4592.13,,29,56,2,4592.13,,28,58,10,4592.13,20.4,
22:38:57 11/02/20,35,31,31,29,31,30,31,30,,,29,56,8,4592.13,,30,57,13,4592.13,,29,62,10,4592.13,,28,56,5,4592.13,,30,58,13,4592.13,,28,56,3,4592.13,,29,56,2,4592.13,,28,58,7,4592.13,10.5,
22:39:07 11/02/20,32,33,31,29,31,29,31,30,,,29,56,2,3993.16,,30,57,23,3993.16,,29,62,10,3993.16,,28,56,2,3993.16,,30,58,7,3993.16,,28,56,4,3693.67,,29,56,3,3693.67,,28,58,11,3693.67,9.8,
22:39:17 11/02/20,31,31,30,29,30,29,29,29,,,29,56,6,798.63,,30,57,5,798.63,,29,62,6,798.63,,28,56,0,798.63,,30,58,2,798.63,,28,56,5,798.63,,29,56,0,798.63,,28,58,6,798.63,7.2,
22:39:27 11/02/20,31,30,30,29,30,29,29,28,,,29,56,8,798.63,,30,57,6,798.63,,29,62,14,798.63,,28,56,2,798.63,,30,58,11,798.63,,28,56,0,798.63,,29,56,2,798.63,,28,58,3,798.63,5.4,
22:39:37 11/02/20,32,32,31,30,32,30,31,30,,,29,56,9,4092.99,,30,57,9,4092.99,,29,62,5,4092.99,,28,56,3,4092.99,,30,58,5,4092.99,,28,56,3,4092.99,,29,56,3,4092.99,,28,58,8,4092.99,12.8,
22:39:47 11/02/20,33,32,32,31,32,30,33,32,,,29,56,9,4592.13,,30,57,11,4691.96,,29,62,8,4691.96,,28,56,9,4592.13,,30,58,9,4592.13,,28,56,3,4492.31,,29,56,8,4592.13,,28,58,11,4592.13,12.8,
22:39:57 11/02/20,31,31,30,29,30,29,29,29,,,29,56,6,798.63,,30,57,3,798.63,,29,62,8,798.63,,28,56,3,798.63,,30,58,10,798.63,,28,56,2,798.63,,29,56,2,798.63,,28,58,3,798.63,6.1,
22:40:07 11/02/20,31,31,31,30,31,29,31,29,,,29,56,9,1597.26,,30,57,9,1597.26,,29,62,8,1597.26,,28,56,8,1597.26,,30,58,6,1597.26,,28,56,3,1597.26,,29,56,1,1597.26,,28,58,12,1597.26,12.9,
22:40:17 11/02/20,31,31,30,29,30,29,30,28,,,29,56,7,798.63,,30,57,12,798.63,,29,62,7,798.63,,28,56,1,798.63,,30,58,4,798.63,,28,56,4,798.63,,29,56,3,798.63,,28,58,7,798.63,5.3,
22:40:27 11/02/20,31,31,31,29,31,30,29,30,,,29,56,13,4592.13,,30,57,9,4292.65,,29,62,12,4292.65,,28,56,1,4292.65,,30,58,7,4292.65,,28,56,3,4292.65,,29,56,3,4292.65,,28,58,16,4292.65,7.3,
22:40:37 11/02/20,31,31,31,29,31,29,29,29,,,29,56,4,998.29,,30,57,13,998.29,,29,62,12,998.29,,28,56,9,998.29,,30,58,10,998.29,,28,56,7,998.29,,29,56,2,998.29,,28,58,10,998.29,9.7,
22:40:47 11/02/20,31,31,31,29,30,29,29,29,,,29,56,3,2495.73,,30,57,5,2495.73,,29,62,6,2495.73,,28,56,2,2495.73,,30,58,8,2196.24,,28,56,3,2196.24,,29,56,2,2196.24,,28,58,2,2196.24,6.9,
22:40:57 11/02/20,31,31,29,29,30,29,29,29,,,29,56,14,798.63,,30,57,26,798.63,,29,62,15,798.63,,28,56,2,798.63,,30,58,12,798.63,,28,56,3,798.63,,29,56,10,1197.95,,28,58,12,1197.95,6.0,
22:41:07 11/02/20,31,31,31,29,30,29,29,29,,,29,56,12,798.63,,30,57,12,798.63,,29,62,10,798.63,,28,56,1,798.63,,30,58,2,798.63,,28,56,7,798.63,,29,56,7,798.63,,28,58,7,798.63,7.5,
22:41:17 11/02/20,31,30,29,29,30,29,29,28,,,29,56,8,1098.12,,30,57,3,1098.12,,29,62,5,1098.12,,28,56,5,1098.12,,30,58,3,1098.12,,28,56,0,1098.12,,29,56,3,1098.12,,28,58,5,1098.12,6.0,
22:41:27 11/02/20,30,30,30,29,30,28,29,29,,,29,56,11,798.63,,30,57,19,798.63,,29,62,16,798.63,,28,56,6,798.63,,30,58,5,798.63,,28,56,8,798.63,,29,56,3,798.63,,28,58,8,798.63,5.8,
22:41:37 11/02/20,35,33,35,32,33,32,32,31,,,29,56,9,3194.53,,30,57,25,3194.53,,29,62,12,3194.53,,28,56,3,3194.53,,30,58,9,3194.53,,28,56,1,3194.53,,29,56,7,3194.53,,28,58,14,3194.53,17.5,
22:41:47 11/02/20,34,37,34,33,33,31,31,32,,,29,56,13,4592.13,,30,57,27,4592.13,,29,62,16,4592.13,,28,56,10,4592.13,,30,58,15,4592.13,,28,56,2,4592.13,,29,56,4,4592.13,,28,58,19,4592.13,11.5,
22:41:57 11/02/20,32,32,31,30,31,29,31,29,,,29,56,10,1397.61,,30,57,15,1397.61,,29,62,10,1397.61,,28,56,4,1397.61,,30,58,4,1397.61,,28,56,4,1397.61,,29,56,4,1397.61,,28,58,15,1397.61,11.4,
22:42:07 11/02/20,32,32,31,30,31,29,31,30,,,29,56,14,3394.19,,30,57,20,3394.19,,29,62,16,3394.19,,28,56,6,3394.19,,30,58,5,3394.19,,28,56,5,3394.19,,29,56,6,3394.19,,28,58,9,3394.19,13.5,
22:42:17 11/02/20,31,31,31,30,31,29,29,30,,,29,56,6,2495.73,,30,57,20,2495.73,,29,62,8,2495.73,,28,56,5,2495.73,,30,58,11,2495.73,,28,56,7,2495.73,,29,56,3,2495.73,,28,58,5,2495.73,10.2,
22:42:27 11/02/20,32,32,31,30,32,31,31,29,,,29,56,8,4691.96,,30,57,19,4592.13,,29,62,9,4592.13,,28,56,8,4691.96,,30,58,5,4691.96,,28,56,5,4691.96,,29,56,5,4592.13,,28,58,9,4691.96,6.3,
22:42:37 11/02/20,33,32,32,31,32,30,31,30,,,29,56,16,2196.24,,30,57,28,2196.24,,29,62,16,2196.24,,28,56,8,2196.24,,30,58,14,2196.24,,28,56,6,2196.24,,29,56,5,2196.24,,28,58,5,2196.24,25.4,
22:42:47 11/02/20,31,31,31,29,30,29,29,29,,,29,56,8,1497.44,,30,57,12,1497.44,,29,62,6,1497.44,,28,56,3,1497.44,,30,58,5,1497.44,,28,56,1,1497.44,,29,56,3,1497.44,,28,58,6,1497.44,11.6,
22:42:57 11/02/20,30,30,30,28,30,29,29,28,,,29,56,13,798.63,,30,57,13,798.63,,29,62,13,798.63,,28,56,5,798.63,,30,58,10,798.63,,28,56,4,798.63,,29,56,1,798.63,,28,58,10,798.63,6.0,
22:43:07 11/02/20,31,31,31,30,31,29,30,29,,,29,56,15,798.63,,30,57,35,798.63,,29,62,18,798.63,,28,56,8,798.63,,30,58,3,798.63,,28,56,11,798.63,,29,56,6,798.63,,28,58,12,798.63,18.9,
22:43:17 11/02/20,31,31,30,29,30,29,29,29,,,29,56,10,1297.78,,30,57,9,1297.78,,29,62,12,1297.78,,28,56,3,1297.78,,30,58,4,1297.78,,28,56,1,1297.78,,29,56,6,1297.78,,28,58,14,1297.78,4.5,
22:43:27 11/02/20,31,31,29,29,30,28,29,28,,,29,56,8,998.29,,30,57,4,998.29,,29,62,5,998.29,,28,56,2,998.29,,30,58,7,998.29,,28,56,2,998.29,,29,56,4,998.29,,28,58,8,998.29,5.5,
22:43:37 11/02/20,31,31,30,29,29,29,29,28,,,29,56,5,998.29,,30,57,7,998.29,,29,62,2,998.29,,28,56,5,998.29,,29,58,7,998.29,,28,56,4,998.29,,29,56,5,998.29,,28,58,13,998.29,4.8,
22:43:47 11/02/20,31,31,30,29,30,29,30,29,,,29,56,3,1996.58,,30,57,17,1996.58,,29,62,9,1996.58,,28,56,3,1996.58,,29,58,8,1996.58,,28,56,3,1996.58,,29,56,3,1996.58,,28,58,6,1996.58,6.8,
22:43:57 11/02/20,31,30,30,29,30,28,29,29,,,29,56,4,798.63,,30,57,6,798.63,,29,62,8,798.63,,28,56,0,798.63,,29,58,6,798.63,,28,56,1,798.63,,29,56,8,798.63,,28,58,5,798.63,6.1,
22:44:07 11/02/20,31,30,30,29,30,29,29,28,,,29,56,7,798.63,,30,57,0,798.63,,29,62,4,798.63,,28,56,4,798.63,,29,58,10,798.63,,28,56,5,798.63,,29,56,0,798.63,,28,58,13,798.63,4.2,
22:44:17 11/02/20,33,32,32,31,32,30,31,30,,,29,56,5,3094.70,,30,57,6,3094.70,,29,62,11,2795.21,,28,56,8,2795.21,,29,58,4,2795.21,,28,56,6,2795.21,,29,56,1,2795.21,,28,58,14,2795.21,9.4,
22:44:27 11/02/20,33,32,32,30,31,30,31,30,,,29,56,9,2196.24,,30,57,22,2196.24,,29,62,17,2196.24,,28,56,9,2196.24,,29,58,6,2196.24,,28,56,1,2196.24,,29,56,3,2196.24,,28,58,8,2196.24,23.3,
22:44:37 11/02/20,31,30,29,28,31,28,29,29,,,29,56,3,798.63,,30,57,8,798.63,,29,62,9,798.63,,28,56,8,798.63,,29,58,6,798.63,,28,56,0,1197.95,,29,56,2,1197.95,,28,58,5,1197.95,4.5,
22:44:47 11/02/20,31,30,30,29,30,29,29,29,,,29,56,11,798.63,,30,57,15,798.63,,29,62,6,798.63,,28,56,11,798.63,,29,58,4,798.63,,28,56,6,798.63,,29,56,1,798.63,,28,58,15,798.63,10.5,
22:44:57 11/02/20,32,31,31,30,31,29,30,29,,,29,56,7,1297.78,,30,57,18,1297.78,,29,62,4,1297.78,,28,56,3,1297.78,,29,58,8,1297.78,,28,56,5,1297.78,,29,56,8,1297.78,,28,58,6,1297.78,14.8,
22:45:07 11/02/20,33,33,32,30,31,30,31,30,,,29,56,11,3394.19,,30,57,23,3394.19,,29,62,12,3394.19,,28,56,9,3394.19,,29,58,14,3394.19,,28,56,8,3394.19,,29,56,9,3394.19,,28,58,11,3394.19,10.7,
22:45:17 11/02/20,34,34,34,31,34,32,33,32,,,29,56,11,3693.67,,30,57,20,3693.67,,29,62,17,3693.67,,28,56,13,3693.67,,29,58,8,3693.67,,28,56,17,3693.67,,29,56,11,3693.67,,28,58,11,3693.67,20.6,
22:45:27 11/02/20,36,37,38,34,36,34,35,35,,,29,56,6,4592.13,,30,57,33,4592.13,,29,62,19,4592.13,,28,56,17,4592.13,,29,58,14,4592.13,,28,56,16,4592.13,,29,56,24,4592.13,,28,58,27,4592.13,39.1,
22:45:37 11/02/20,34,35,34,31,33,32,33,32,,,29,56,6,4592.13,,30,57,20,4592.13,,29,62,6,4592.13,,28,56,11,4592.13,,29,58,6,4592.13,,28,56,8,4592.13,,29,56,3,4592.13,,28,58,11,4592.13,19.4,
22:45:47 11/02/20,45,45,39,37,39,38,39,42,,,29,56,13,4592.13,,30,57,16,4492.31,,29,62,9,4492.31,,28,56,13,4492.31,,29,58,14,4492.31,,28,56,10,4492.31,,29,56,5,4492.31,,28,58,14,4492.31,12.3,
22:45:57 11/02/20,33,33,33,31,33,30,31,31,,,29,56,11,898.46,,30,57,14,898.46,,29,62,11,898.46,,28,56,13,898.46,,29,58,10,898.46,,28,56,5,898.46,,29,56,6,898.46,,28,58,8,898.46,19.3,
22:46:07 11/02/20,33,33,33,32,32,30,32,31,,,29,56,11,1497.44,,30,57,17,1497.44,,29,62,2,1497.44,,28,56,2,1497.44,,29,58,5,1497.44,,28,56,0,1497.44,,29,56,5,1497.44,,28,58,8,1497.44,11.7,
